uid	번호	구분	공연장	티켓오픈	제목	모수	연령_20세 미만	연령_20~29세	연령_30~39세	연령_40~49세	연령_50~59세	연령_60~69세	연령_70세 이상	거주_여수	거주_순천	거주_광양	거주_호남	거주_광주	거주_호남외지역
193	193	대관	대극장	2014.09.19 10시	김동규의 열정 라틴콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	192	대관	소극장	2014.09.02 10시	제3회 여수학생연극페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	191	대관	대극장	2014.09.02 10시	여수시립국악단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	190	대관	대극장	2014.09.02 10시	오페라 사랑의 묘약	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	189	대관	소극장	2014.09.02 10시	가을밤의 세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	188	기획	대극장	2014.09.02 10시	모던타임즈	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	187	기획	대극장	2014.09.02 10시	JK앙상블 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	186	대관	대극장	2014.09.02 10시	여수아가페합창단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	185	기획	대극장	2014.09.02 10시	피아니스트 강현주와 함께 떠나는 세계음악여행_파리의 가을	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	184	대관	대극장	2014.09.02 10시	한국음악협회 여수지부 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	183	대관	대극장	2014.09.02 10시	제정화 젊은소리 열번째판 "꿈꾸는 바다"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	182	대관	소극장	2014.09.02 10시	염은하 바이올린 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	181	대관	소극장	2014.08.25 10시	이성열 바이올린 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	180	대관	대극장	2014.08.20 10시	헝가리부다페스트 색소폰 콰르텟 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	179	대관	대극장	2014.08.19 10시	여수시민과 함께하는 예술의 향연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	178	대관	대극장	2014.08.18 10시	여수심포니오케스트라 제3회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	177	기타	대극장	2014.08.20 11시	뮤지컬<브로드웨이 42번가>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	176	대관	대극장	2014.08.06 10시	아르스노바 남성합창단 제6회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	175	대관	대극장	2014.08.05 10시	순교 64주기 손양원기념음악회 "La Clemenza(용서)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	174	대관	소극장	2014.07.31 10시	방미가 바이올린 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	173	대관	대극장	2014.07.30 09시	브라이언 크레인 콘서트_CF＆드라마 음악의 거장	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	172	대관	대극장	2014.07.24 10시	클래식 오디세이_United Flute Orchestra와 Harpist 박수원이 선사하는	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	171	기획	대극장	2014.07.24 10시	피아니스트 강현주와 함께 떠나는 세계음악여행_지중해의 여름	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	170	대관	대극장	2014.07.09 10시	한 여름밤의 세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	169	대관	대극장	2014.06.28 10시	독일작센유스윈드오케스트라	2	0	0	0	100	0	0	0	0	100	0	0	0	0
168	168	기타	대극장	2014.06.28 10시	도이치 방송 교향악단 내한공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	167	대관	대극장	2014.06.23 10시	귀항	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	166	대관	소극장	2014.06.19 10시	눈물기도	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	165	대관	대극장	2014.06.18 10시	김선욱 피아노 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	164	대관	대극장	2014.06.11 10시	이순신의 충효충절을 소리한 김영옥 명창	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	163	기획	소극장	2014.06.03 10시	2014 한국예술종합학교 찾아가는 문화행사(예울마루 아카데미 종강 콘서트)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	162	대관	대극장	2014.06.03 10시	여수지역 유망 솔리스트를 위한 Gala Concert	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	161	대관	대극장	2014.05.14 10시	프로코피에프필하모니오케스트라와 여수심포니오케스트라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	160	대관	소극장	2014.05.14 10시	피아노 듀오 & 솔로 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	159	대관	대극장	2014.05.14 10시	제65회 여수시립합창단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	158	기획	대극장	2014.05.08 10시	디퍼런트 디토(Ditto) “그리하여,밤”	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	157	기획	기타	2014.04.29 10시	아카펠라그룹 메이트리 미니콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	156	대관	대극장	2014.04.28 10시	리틀엔젤스 예술단	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	155	대관	대극장	2014.04.24 10시	라트라비아타(LATRAVIATA) 갈라콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	154	대관	대극장	2014.04.15 10시	최현우 매직 콘서트 더셜록	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	153	기획	대극장	2014.04.15 10시	KBS교향악단연주회_GS칼텍스예울마루 개관 2주년 기념 공연	1	0	0	0	100	0	0	0	0	0	0	0	0	100
152	152	대관	대극장	2014.03.26 10시	제 34회 장애인의 날 기념식	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	151	기획	대극장	2014.02.22 10시	가족뮤지컬 <구름빵>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	150	대관	소극장	2014.02.22 10시	카르페디엠 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	149	대관	소극장	2014.02.22 10시	전장수 기타리스트 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	148	대관	소극장	2014.02.22 10시	바이올리니스트 조진주 리사이틀(VOICE)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	147	대관	대극장	2014.02.22 10시	더 베이스 갱(THE BASS GANG)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	146	기획	대극장	2014.02.22 10시	피아니스트 강현주와 함께 떠나는 세계음악여행_프라하의 봄!	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	145	대관	대극장	2014.02.19 10시	웃음의 대학	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	144	기획	대극장	2014.02.19 10시	양성원&엔리코 파체 듀오 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	143	대관	소극장	2014.02.13 10시	신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	142	기획	대극장	2014.01.22 10시	예울마루 음악캠프기념 합동연주회_연세대&영재오케스트라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	141	대관	소극장	2014.01.21 10시	주믿음 1집 앨범 쇼케이스	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	140	대관	대극장	2014.01.09 10시	김제동 토크콘서트〈노브레이크〉시즌5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	139	대관	대극장	2014.01.08 10시	연극 ＂오스카! 신에게 보내는 편지＂	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	138	기획	대극장	2013.12.20 10시	뮤지컬<아가씨와건달들>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	137	대관	소극장	2013.12.19 10시	PT CONCERT	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	136	대관	소극장	2013.12.13 10시	제 13회 전남교사리코더합주단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	135	대관	소극장	2013.12.13 10시	지역예술인재콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	134	기획	소극장	2013.12.06 10시	GS칼텍스 예울마루 성악 아카데미 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	133	대관	대극장	2013.12.02 10시	빈 소년 합창단 신년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	132	대관	대극장	2013.12.02 10시	제38회 한국음악협회 여수지부 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	131	대관	대극장	2013.12.02 10시	여수 시민 합창제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	130	대관	소극장	2013.11.27 10시	아카데미아 금관 5중주	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	129	대관	소극장	2013.11.24 10시	Prof.Andreas Lehmann & Lux Ensemble	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	128	대관	대극장	2013.11.16 10시	2013 팝페라 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	127	기획	소극장	2013.11.09 10시	예술의전당 <토요콘서트>공연실황중계	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	126	대관	대극장	2013.11.05 10시	난타(NANTA)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	125	대관	대극장	2013.10.30 10시	크리스마스 칸타타	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	124	기획	대극장	2013.10.28 10시	2013 메세나대상 수상 기념 <프레미에앙상블> 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	123	대관	대극장	2013.10.24 10시	이루마 힐링콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	122	대관	소극장	2013.10.17 10시	권혁주, 파가니니로 불사르다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	121	대관	대극장	2013.10.11 10시	그남자 카운트테너 루이스쵸이를 만나자	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	120	대관	소극장	2013.10.04 10시	조이아뮤지션스의 힐링음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	119	대관	대극장	2013.10.04 10시	제14회 YWCA 합창단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	118	대관	대극장	2013.10.04 10시	여수필하모닉오케스트라 제25회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	117	대관	대극장	2013.10.04 10시	여수시립합창단 오페라 갈라 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	116	대관	대극장	2013.10.04 10시	제6회 여수교원교향악단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	115	대관	대극장	2013.10.04 10시	2013 여수학생 오케스트라 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	114	대관	대극장	2013.10.04 10시	여도오케스트라 제15회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	113	대관	소극장	2013.10.04 10시	공제회와 함께 거니는 "문화의 숲, 예술의 정원"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	112	대관	대극장	2013.10.04 10시	가무악극 오돌래	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	111	대관	대극장	2013.10.04 10시	발렌티나 리시차 피아노 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	110	대관	대극장	2013.10.04 10시	2013 남진콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	109	대관	대극장	2013.10.04 10시	2013 내 노래에 날개를 달다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	108	대관	소극장	2013.10.04 10시	2013 초등학생 연극페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	107	대관	소극장	2013.10.04 10시	제11회 어머니리코더 합주단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	106	대관	대극장	2013.10.04 10시	제29회 전남대학교 음악학과 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	105	대관	소극장	2013.10.04 10시	가을밤의 세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	104	대관	소극장	2013.10.04 10시	남편과 함께하는 태교음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	103	대관	소극장	2013.10.04 10시	전남대학교 피아노 교수 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	102	기획	소극장	2013.09.27 10시	요절복통 코믹연극 <경로당 폰팅사건>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	101	대관	기타	2013.09.13 10시	여수마칭(관악)페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	100	대관	대극장	2013.09.12 10시	신의 아그네스	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	99	대관	기타	2013.09.11 10시	제20회 GS칼텍스 환경글쓰기 대회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	98	대관	대극장	2013.09.06 10시	제1회 여수영재오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	97	대관	대극장	2013.08.15 10시	번개맨의 비밀2 <우리영웅 번개맨>	1	0	0	100	0	0	0	0	100	0	0	0	0	0
96	96	대관	소극장	2013.08.15 10시	여수청소년관악단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	95	대관	대극장	2013.08.15 10시	제 64회 여수시립합창단 정기 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	94	대관	대극장	2013.08.15 10시	여수 심포니오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	93	대관	대극장	2013.08.15 10시	아가페합창단 제 19회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	92	대관	소극장	2013.08.15 10시	내 친구 첼로	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	91	기획	대극장	2013.08.14 16시	세종솔로이스츠의 세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	90	대관	대극장	2013.08.14 10시	아르스노바 남성합창단 제5회 정기 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	89	대관	대극장	2013.08.14 10시	문지영 피아노 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	88	대관	대극장	2013.08.07 10시	창극 홍길동(전남도립국악단 특별 기획공연)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	87	대관	대극장	2013.07.22 10시	8.15 광복절 기념 축하음악회 한국환상곡	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	86	대관	대극장	2013.07.02 10시	2013 청소년 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	85	대관	소극장	2013.06.26 10시	제5회 피아노듀오 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	84	기획	소극장	2013.06.17 10시	하계 무대점검	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	83	기획	대극장	2013.06.17 10시	하계 무대점검	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	82	공동기획	대극장	2013.06.05 10시	여수세계합창제 콘서트 시리즈 4_혼성합창의 밤	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	81	공동기획	대극장	2013.06.05 10시	여수세계합창제 콘서트 시리즈 3_민속음악 & Pop & Jazz	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	80	공동기획	대극장	2013.06.05 10시	여수세계합창제 콘서트 시리즈 2_필리핀 합창의 밤	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	79	공동기획	대극장	2013.06.05 10시	여수세계합창제 콘서트 시리즈 1_미국 합창의 밤	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	78	대관	대극장	2013.06.04 10시	루마니아티미쇼아라 필하모닉 그들이 전하는 "달콤한 클래식 읽기"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	77	대관	소극장	2013.05.31 10시	뮤직드라마 당신만이	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	76	대관	대극장	2013.05.22 10시	프라임 필하모닉오케스트라 초청 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	75	대관	대극장	2013.05.16 10시	모스틀리 필하모닉 영화음악콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	74	대관	대극장	2013.05.14 10시	파가니니 카프리스 24개 전곡연주_바이올리니스트 임재홍	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	73	대관	대극장	2013.05.02 10시	제 63회 여수시립합창단 정기 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	72	대관	대극장	2013.04.26 10시	The 주현미 Show	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	71	대관	대극장	2013.04.25 10시	폴포츠 내한공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	70	대관	소극장	2013.04.18 10시	김영옥 명창 "이순신을 노래하다"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	69	대관	대극장	2013.04.18 10시	개그빅콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	68	대관	대극장	2013.04.09 10시	넌 특별하단다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	67	대관	대극장	2013.04.09 10시	노틀담의 곱추	1	0	0	0	0	100	0	0	100	0	0	0	0	0
66	66	대관	대극장	2013.04.04 10시	앙상블 네우마와 함께 하는 희망 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	65	대관	소극장	2013.04.02 10시	신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	64	대관	대극장	2013.03.22 10시	코믹연극 너와함께라면	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	63	대관	대극장	2013.02.26 10시	최정원&친구들의 뮤지컬 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	62	대관	대극장	2013.02.26 10시	친정 엄마와 2박 3일	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	61	대관	대극장	2013.02.23 10시	카운터테너 초청 (가칭)여수 심포니 오케스트라 신포니에타 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	60	대관	대극장	2013.02.13 10시	브라이언 크레인 내한 공연 "사랑, 봄의 이야기"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	59	기획	대극장	2013.02.08 10시	서울발레씨어터<호두까기인형>	2	0	0	100	0	0	0	0	100	0	0	0	0	0
58	58	기획	대극장	2013.02.08 10시	힐링음악회 시즌 Ⅳ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	57	기획	대극장	2013.08.27 12시	힐링음악회 시즌 Ⅲ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	56	기획	대극장	2013.02.08 10시	백건우 피아노 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	55	기획	대극장	2013.06.14 17시	국립국악관현악단 <잔치>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	54	기획	대극장	2013.02.08 10시	힐링음악회 시즌 Ⅱ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	53	기획	대극장	2013.04.10 11시	예울마루 개관 1주년 특별공연< 서울시향 연주회>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	52	기획	대극장	2013.02.08 10시	어린이 명품 뮤지컬 <브레멘 음악대>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	51	기획	대극장	2013.02.08 10시	연극인 김성녀의 <벽속의 요정>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	50	기획	대극장	2013.02.08 10시	힐링음악회 I <봄 피아노, 책을 품다>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	49	기획	대극장	2013.02.08 10시	김영철의 FunFun 클래식	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	48	기획	대극장	2013.02.13 10시	양성원 <바흐 무반주 첼로 모음곡 전곡 연주회>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	47	대관	대극장	2013.01.22 10시	김제동 토크콘서트 노브레이크 시즌4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	46	대관	대극장	2013.01.08 10시	연극 아버지	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	45	대관	대극장	2012.12.29 10시	금난새의 신년 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	44	대관	소극장	2012.12.26 10시	제정화의 여덟번째 유쾌한 수다 - 판소리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	43	대관	대극장	2012.12.10 10시	여수시립국악단 제 24회 정기공연_좋지 아니한歌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	42	대관	대극장	2012.11.16 10시	금난새와 함께 하는 송년 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	41	대관	대극장	2012.11.15 10시	금난새와 함께하는 송년 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	40	대관	대극장	2012.11.12 10시	크리스마스 칸타타	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	39	대관	대극장	2012.11.12 10시	여수 초중학생 오케스트라 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	38	대관	대극장	2012.11.12 10시	가족콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	37	대관	대극장	2012.11.12 10시	여수시립합창단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	36	대관	대극장	2012.11.12 10시	제13회 여수 YWCA 합창단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	35	대관	대극장	2012.11.12 10시	여도국악단관현악단 자선공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	34	대관	대극장	2012.11.12 10시	여수 교원교향악단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	33	대관	대극장	2012.11.12 10시	성가합창제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	32	기획	대극장	2012.11.12 10시	맘마미아_여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	31	기획	대극장	2012.11.12 10시	2012 국립발레단 "호두까기 인형" - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	30	기획	대극장	2012.11.12 10시	양성원과 레봉벡의 FUN한 여행 － 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	29	기획	대극장	2012.11.12 10시	2012 이루마 콘서트 "기억에 머무르다"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	대관	대극장	2012.11.09 10시	제 9회 전남교육음악제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	27	대관	대극장	2012.10.25 10시	제 1회 여수 학생 학부모 학창 페스티벌 "내 노래에 날개를 달다"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	26	대관	대극장	2012.10.23 10시	여도오케스트라 심포니 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	25	기획	소극장	2012.10.16 10시	연극 "옥탑방 고양이"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	24	대관	소극장	2012.10.15 10시	카르페디엠 플룻앙상블 창단연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	23	기획	대극장	2012.10.15 10시	초특급 애니뮤지컬 로보카 폴리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	22	대관	대극장	2012.10.04 10시	제 21회 전국 무용제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	21	대관	대극장	2012.09.27 10시	2012 컬투쇼 <2년만의 미친투어> - 여수공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	20	대관	대극장	2012.09.05 10시	제 22회 남도시립합창제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	19	대관	소극장	2012.08.30 10시	드뷔시 탄생 150주년 기념	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	18	대관	대극장	2012.08.14 10시	시공간으로의 여행 - 평양 예술단	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	17	대관	대극장	2012.08.13 10시	관객과 호흡하는 김동규 가을콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	16	대관	대극장	2012.08.14 14시	이미자 孝 콘서트 - 세월과 함께 부른 나의 노래	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	15	대관	대극장	2012.07.31 10시	815광복 축하음악회 "한국환상곡"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	14	대관	대극장	2012.07.26 10시	2012 이문세 붉은 노을	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	13	대관	대극장	2012.07.25 10시	여수엑스포심포니오케스트라 Gala Concert	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	12	대관	대극장	2012.07.25 10시	2012 여수국제장애인EXPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	11	대관	소극장	2012.07.20 10시	유럽거장들과 함께하는 Music Travel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	10	대관	대극장	2012.07.12 10시	2012한국창작발레 "성웅 이순신"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	9	대관	대극장	2012.07.10 10시	전남도립국악단 판페라 "이순신" - 민초와 함께 부르는 의로운 함성	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	8	대관	대극장	2012.06.27 10시	창작 가무악극 "오돌래"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	7	대관	대극장	2012.06.20 10시	2012 여수엑스포 축하음악회 - 여수필하모닉오케스트라 제 24회 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	6	대관	대극장	2012.06.13 10시	[2012 여수 엑스포 축하기념] 뉴욕 주립 청소년 오케스트라 (Empire State Youth Orchestra) 초청 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	5	대관	소극장	2012.06.13 10시	[한-모로코 수교 50주년 기념] 모로코 라바트 안달루시아 오케스트라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	대관	소극장	2012.06.08 10시	[한-요르단 수교 50주년 기념] 요르단 국립민속예술단	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	대관	대극장	2012.06.04 10시	창작 오페라 귀항	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	기획	대극장	2012.05.25 10시	GS칼텍스 예울마루 개관기념 한·중 연합오케스트라 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	대관	대극장	2015.06.01 10시	창작 오페라 손양원	0	0	0	0	0	0	0	0	0	0	0	0	0	0
